investigation_event,location,sample_id,depth_ft,is_background,analyte,value_mgkg,qualifier,value_type,notes
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-0.0,0.0,False,Arsenic,0.72,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-0.0,0.0,False,Barium,270,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-0.0,0.0,False,Lead,16,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-0.0,0.0,False,Strontium,23,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-4.0,4.0,False,Arsenic,0.27,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-4.0,4.0,False,Barium,65,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-4.0,4.0,False,Lead,3.0,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - NORTH SIDE,FB17-4.0,4.0,False,Strontium,35,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-0.0,0.0,False,Arsenic,0.77,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-0.0,0.0,False,Barium,370,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-0.0,0.0,False,Lead,26,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-0.0,0.0,False,Strontium,32,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-2.0,2.0,False,Arsenic,0.61,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-2.0,2.0,False,Barium,100,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-2.0,2.0,False,Lead,1.8,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB18-2.0,2.0,False,Strontium,270,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-0.0,0.0,False,Arsenic,1.6,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-0.0,0.0,False,Barium,250,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-0.0,0.0,False,Lead,6.3,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-0.0,0.0,False,Strontium,27,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-4.0,4.0,False,Arsenic,0.35,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-4.0,4.0,False,Barium,57,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-4.0,4.0,False,Lead,1.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB19-4.0,4.0,False,Strontium,88,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-0.0,0.0,False,Arsenic,2.1,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-0.0,0.0,False,Barium,690,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-0.0,0.0,False,Lead,12,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-0.0,0.0,False,Strontium,44,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-4.0,4.0,False,Arsenic,0.56,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-4.0,4.0,False,Barium,160,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-4.0,4.0,False,Lead,4.6,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB20-4.0,4.0,False,Strontium,24,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-0.0,0.0,False,Arsenic,0.94,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-0.0,0.0,False,Barium,990,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-0.0,0.0,False,Lead,22,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-0.0,0.0,False,Strontium,41,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-4.0,4.0,False,Arsenic,0.31,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-4.0,4.0,False,Barium,110,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-4.0,4.0,False,Lead,3.8,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB21-4.0,4.0,False,Strontium,19,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-0.0,0.0,False,Arsenic,0.78,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-0.0,0.0,False,Barium,940,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-0.0,0.0,False,Lead,18,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-0.0,0.0,False,Strontium,45,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-4.0,4.0,False,Arsenic,0.37,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-4.0,4.0,False,Barium,190,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-4.0,4.0,False,Lead,4.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB22-4.0,4.0,False,Strontium,70,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-0.0,0.0,False,Arsenic,1.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-0.0,0.0,False,Barium,300,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-0.0,0.0,False,Lead,11,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-0.0,0.0,False,Strontium,39,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-4.0,4.0,False,Arsenic,0.34,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-4.0,4.0,False,Barium,62,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-4.0,4.0,False,Lead,2.0,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB23-4.0,4.0,False,Strontium,19,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-0.0,0.0,False,Arsenic,0.65,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-0.0,0.0,False,Barium,590,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-0.0,0.0,False,Lead,14,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-0.0,0.0,False,Strontium,40,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-4.0,4.0,False,Arsenic,0.32,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-4.0,4.0,False,Barium,190,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-4.0,4.0,False,Lead,6.0,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB24-4.0,4.0,False,Strontium,28,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-0.0,0.0,False,Arsenic,0.89,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-0.0,0.0,False,Barium,440,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-0.0,0.0,False,Lead,9.1,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-0.0,0.0,False,Strontium,42,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-4.0,4.0,False,Arsenic,0.89,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-4.0,4.0,False,Barium,99,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-4.0,4.0,False,Lead,1.5,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB25-4.0,4.0,False,Strontium,99,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-0.0,0.0,False,Arsenic,0.94,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-0.0,0.0,False,Barium,1000,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-0.0,0.0,False,Lead,14,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-0.0,0.0,False,Strontium,59,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-4.0,4.0,False,Arsenic,0.36,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-4.0,4.0,False,Barium,71,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-4.0,4.0,False,Lead,1.4,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB26-4.0,4.0,False,Strontium,45,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-0.0,0.0,False,Arsenic,1.1,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-0.0,0.0,False,Barium,920,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-0.0,0.0,False,Lead,10,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-0.0,0.0,False,Strontium,56,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-4.0,4.0,False,Arsenic,0.41,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-4.0,4.0,False,Barium,150,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-4.0,4.0,False,Lead,1.9,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB27-4.0,4.0,False,Strontium,120,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-0.0,0.0,False,Arsenic,0.80,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-0.0,0.0,False,Barium,530,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-0.0,0.0,False,Lead,7.7,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-0.0,0.0,False,Strontium,44,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-4.0,4.0,False,Arsenic,0.50,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-4.0,4.0,False,Barium,97,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-4.0,4.0,False,Lead,1.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB28-4.0,4.0,False,Strontium,70,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-0.0,0.0,False,Arsenic,1.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-0.0,0.0,False,Barium,720,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-0.0,0.0,False,Lead,13,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-0.0,0.0,False,Strontium,54,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-4.0,4.0,False,Arsenic,0.25,ND,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-4.0,4.0,False,Barium,55,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-4.0,4.0,False,Lead,1.6,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 2 - SOUTH SIDE,FB29-4.0,4.0,False,Strontium,17,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-0.0,0.0,False,Arsenic,1.3,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-0.0,0.0,False,Barium,320,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-0.0,0.0,False,Lead,15,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-0.0,0.0,False,Strontium,43,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-4.0,4.0,False,Arsenic,0.25,ND,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-4.0,4.0,False,Barium,65,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-4.0,4.0,False,Lead,2.3,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB30-4.0,4.0,False,Strontium,17,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB31-0.0,0.0,False,Arsenic,1.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB31-0.0,0.0,False,Barium,720,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB31-0.0,0.0,False,Lead,34,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB31-0.0,0.0,False,Strontium,100,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-0.0,0.0,False,Arsenic,2.1,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-0.0,0.0,False,Barium,910,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-0.0,0.0,False,Lead,17,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-0.0,0.0,False,Strontium,0.50,ND,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-1.0,1.0,False,Arsenic,0.25,ND,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-1.0,1.0,False,Barium,88,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-1.0,1.0,False,Lead,1.8,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB32-1.0,1.0,False,Strontium,20,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-0.0,0.0,False,Arsenic,2.0,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-0.0,0.0,False,Barium,550,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
